0.0779536      1.16045        2.05192e-09    
0.0933211      1.20309        0.00380099     
0.108689       1.24702        0.0106099      
0.124056       1.29267        0.0194495      
0.139423       1.34041        0.0301557      
0.154791       1.39058        0.0427736      
0.170158       1.44349        0.0574598      
0.185526       1.49947        0.0744531      
0.200893       1.55888        0.0940691      
0.216261       1.62208        0.116705       
0.231628       1.68946        0.14285        
0.246996       1.76143        0.173105       
0.262363       1.83845        0.208203       
0.277731       1.92098        0.249046       
0.293098       2.00952        0.296738       
0.308465       2.10457        0.352643       
0.323833       2.20658        0.418448       
0.3392         2.31597        0.496243       
0.354568       2.43299        0.588628       
0.369935       2.55763        0.698836       
0.385303       2.68945        0.830882       
0.40067        2.82726        0.989714       
0.416038       2.96866        1.18135        
0.431405       3.10941        1.41295        
0.446773       3.24243        1.69266        
0.46214        3.35652        2.029          
0.477507       3.4347         2.42945        
0.492875       3.45283        2.89753        
0.508242       3.37926        3.42797        
0.52361        3.17773        4.00006        
0.538977       2.81582        4.57116        
0.554345       2.28088        5.07774        
0.569712       1.59449        5.44474        
0.58508        0.819344       5.61344        
0.600447       0.0425133      5.56486        
0.615815       -0.654634      5.32674        
0.631182       -1.22117       4.95736        
0.64655        -1.64235       4.52071        
0.661917       -1.92987       4.06872        
0.677284       -2.10809       3.63526        
0.692652       -2.20359       3.23828        
0.708019       -2.23977       2.88461        
0.723387       -2.23515       2.57452        
0.738754       -2.20349       2.30493        
0.754122       -2.1546        2.07138        
0.769489       -2.0953        1.86911        
0.784857       -2.03027       1.69365        
0.800224       -1.96264       1.54099        
0.815592       -1.8945        1.40768        
0.830959       -1.82719       1.29075        
0.846326       -1.76155       1.18775        
0.861694       -1.69807       1.09658        
0.877061       -1.63701       1.01551        
0.892429       -1.57848       0.943072       
0.907796       -1.52246       0.878044       
0.923164       -1.46886       0.819379       
0.938531       -1.41753       0.766181       
0.953899       -1.36825       0.717673       
0.969266       -1.32074       0.673166       
0.984634       -1.27529       0.631999       
