0.279202       1.14755        2.02911e-09    
0.305485       1.18521        0.00374449     
0.329679       1.22434        0.010417       
0.352216       1.26503        0.0190337      
0.373395       1.30759        0.0294173      
0.393435       1.35233        0.0415973      
0.412503       1.39959        0.0557125      
0.430727       1.44972        0.0719826      
0.448211       1.5031         0.0907028      
0.465038       1.56015        0.112249       
0.481278       1.62136        0.137092       
0.496987       1.68727        0.165817       
0.512214       1.7585         0.199149       
0.527001       1.83576        0.237997       
0.541385       1.91988        0.283501       
0.555397       2.0118         0.337099       
0.569063       2.11261        0.400627       
0.582409       2.22355        0.476439       
0.595456       2.34601        0.567584       
0.608223       2.48152        0.678039       
0.620728       2.63166        0.813027       
0.632985       2.79796        0.979456       
0.64501        2.98155        1.18648        
0.656814       3.18264        1.44623        
0.66841        3.39945        1.77462        
0.679809       3.6264         2.19215        
0.691019       3.85121        2.72406        
0.702051       4.05025        3.39887        
0.712911       4.18289        4.24318        
0.723609       4.18649        5.26987        
0.734151       3.97798        6.45779        
0.744543       3.47124        7.72775        
0.754793       2.61571        8.93193        
0.764905       1.44227        9.88116        
0.774885       0.0795528      10.4133        
0.784739       -1.28585       10.4629        
0.79447        -2.483         10.0797        
0.804083       -3.41097       9.389          
0.813583       -4.04696       8.53214        
0.822973       -4.42219       7.62576        
0.832257       -4.59159       6.74757        
0.841439       -4.61233       5.94025        
0.850521       -4.53326       5.22156        
0.859508       -4.39185       4.59404        
0.868402       -4.21496       4.05216        
0.877205       -4.02092       3.58687        
0.885921       -3.8218        3.18815        
0.894552       -3.62517       2.84635        
0.903101       -3.43559       2.55275        
0.91157        -3.25561       2.2998         
0.91996        -3.08644       2.08107        
0.928275       -2.92848       1.89115        
0.936516       -2.7816        1.72554        
0.944685       -2.64538       1.5805         
0.952783       -2.51921       1.4529         
0.960814       -2.40242       1.34015        
0.968778       -2.29432       1.24009        
0.976677       -2.19421       1.1509         
0.984513       -2.10143       1.07107        
0.992287       -2.01562       0.998882       
