0.0779536      1.14755        2.02911e-09    
0.0933211      1.18521        0.00374449     
0.108689       1.22434        0.010417       
0.124056       1.26503        0.0190337      
0.139423       1.30759        0.0294173      
0.154791       1.35233        0.0415973      
0.170158       1.39959        0.0557125      
0.185526       1.44972        0.0719826      
0.200893       1.5031         0.0907028      
0.216261       1.56015        0.112249       
0.231628       1.62136        0.137092       
0.246996       1.68727        0.165817       
0.262363       1.7585         0.199149       
0.277731       1.83576        0.237997       
0.293098       1.91988        0.283501       
0.308465       2.0118         0.337099       
0.323833       2.11261        0.400627       
0.3392         2.22355        0.476439       
0.354568       2.34601        0.567584       
0.369935       2.48152        0.678039       
0.385303       2.63166        0.813027       
0.40067        2.79796        0.979456       
0.416038       2.98155        1.18648        
0.431405       3.18264        1.44623        
0.446773       3.39945        1.77462        
0.46214        3.6264         2.19215        
0.477507       3.85121        2.72406        
0.492875       4.05025        3.39887        
0.508242       4.18289        4.24318        
0.52361        4.18649        5.26987        
0.538977       3.97798        6.45779        
0.554345       3.47124        7.72775        
0.569712       2.61571        8.93193        
0.58508        1.44227        9.88116        
0.600447       0.0795528      10.4133        
0.615815       -1.28585       10.4629        
0.631182       -2.483         10.0797        
0.64655        -3.41097       9.389          
0.661917       -4.04696       8.53214        
0.677284       -4.42219       7.62576        
0.692652       -4.59159       6.74757        
0.708019       -4.61233       5.94025        
0.723387       -4.53326       5.22156        
0.738754       -4.39185       4.59404        
0.754122       -4.21496       4.05216        
0.769489       -4.02092       3.58687        
0.784857       -3.8218        3.18815        
0.800224       -3.62517       2.84635        
0.815592       -3.43559       2.55275        
0.830959       -3.25561       2.2998         
0.846326       -3.08644       2.08107        
0.861694       -2.92848       1.89115        
0.877061       -2.7816        1.72554        
0.892429       -2.64538       1.5805         
0.907796       -2.51921       1.4529         
0.923164       -2.40242       1.34015        
0.938531       -2.29432       1.24009        
0.953899       -2.19421       1.1509         
0.969266       -2.10143       1.07107        
0.984634       -2.01562       0.998882       
